shop_type,generated_query,query_score,query_generation_reason,search_query,google_rank,google_result_url,myshopify_domain,final_url,canonical_url,resolved_domain,store_name,email,email_source_url,phone,phone_source_url,contact_url,social_profiles,additional_information,shopify_confidence,relevance_score,lead_score,status,rejection_reason,error
eyewear,site:myshopify.com/products driving glasses,90.13,Specific purchasable use-case phrase rather than an informational query.,site:myshopify.com/products driving glasses,10,https://idiotee.myshopify.com/products/new-style-2019-sunglasses-men-brand-designer-sun-glasses-driving-oculos-de-sol-masculino-grandmaster-square-sunglass,idiotee.myshopify.com,https://idiotee.myshopify.com/products/new-style-2019-sunglasses-men-brand-designer-sun-glasses-driving-oculos-de-sol-masculino-grandmaster-square-sunglass,https://idiotee.myshopify.com/products/new-style-2019-sunglasses-men-brand-designer-sun-glasses-driving-oculos-de-sol-masculino-grandmaster-square-sunglass,idiotee.myshopify.com,idiotee,support-idotee@gmail.com,https://idiotee.myshopify.com/products/new-style-2019-sunglasses-men-brand-designer-sun-glasses-driving-oculos-de-sol-masculino-grandmaster-square-sunglass,,,https://idiotee.myshopify.com/pages/contact-us,"[""https://www.facebook.com/sharer.php"",""https://twitter.com/share"",""https://pinterest.com/pin/create/button/""]",pages_examined=5,100,80,81,qualified,,
eyewear,site:myshopify.com/products prescription glasses,88.38,Uses the dominant functional product term without adding abstract intent.,site:myshopify.com/products prescription glasses,2,https://onixpickleball.myshopify.com/products/pickleball-eyewear-rx,onixpickleball.myshopify.com,https://www.onixpickleball.com/products/pickleball-eyewear-rx,https://www.onixpickleball.com/products/pickleball-eyewear-rx,onixpickleball.com,Pickleball Glasses - Owl RX,,,18004671421,https://www.onixpickleball.com/products/pickleball-eyewear-rx,https://www.onixpickleball.com/pages/contact-us,"[""https://twitter.com/OnixPickleball"",""https://www.facebook.com/OnixPickleball/"",""https://www.instagram.com/onixpickleball/"",""https://www.youtube.com/channel/UCvuaIXI9rimvQdv_PlLSxZQ""]",pages_examined=5,100,80,82,qualified,,
eyewear,site:myshopify.com/products prescription glasses,88.38,Uses the dominant functional product term without adding abstract intent.,site:myshopify.com/products prescription glasses,5,https://bonlookmtl.myshopify.com/products/aura-eyeglasses/copper,bonlookmtl.myshopify.com,https://www.bonlook.ca/collections/eyeglasses,https://www.bonlook.ca/collections/eyeglasses,bonlook.ca,BonLook,support@bonlook.com,https://www.bonlook.ca/collections/eyeglasses,+18777556659,https://www.bonlook.ca/collections/eyeglasses,https://www.bonlook.ca/pages/help,"[""https://www.facebook.com/bonlook.eyewear"",""https://www.instagram.com/bonlook/"",""https://twitter.com/BonLook""]",pages_examined=5,100,100,100,qualified,,
eyewear,site:myshopify.com/products prescription glasses,88.38,Uses the dominant functional product term without adding abstract intent.,site:myshopify.com/products prescription glasses,6,https://vr-rock.myshopify.com/products/for-pico-4-vr-magnetic-prescription-lens,vr-rock.myshopify.com,https://www.vr-rock.com/products/pico-4-prescription-lenses,https://www.vr-rock.com/products/pico-4-prescription-lenses,vr-rock.com,VR ROCK,support@vr-rock.com,https://www.vr-rock.com/pages/contact-us,5011931193,https://www.vr-rock.com/products/pico-4-prescription-lenses,https://www.vr-rock.com/pages/contact-us,"[""https://twitter.com/VRRock_official"",""https://www.facebook.com/VRRockofficial"",""https://www.instagram.com/vr_rock_official/"",""https://www.youtube.com/@vrrock3095/videos""]",pages_examined=5; duplicate_results=2,100,80,94,qualified,,
eyewear,site:myshopify.com/products prescription glasses,88.38,Uses the dominant functional product term without adding abstract intent.,site:myshopify.com/products prescription glasses,7,https://designeroptics-com.myshopify.com/products/prada-01qv-eyeglasses,designeroptics-com.myshopify.com,https://designeroptics.com/collections/prada-eyeglasses,https://designeroptics.com/collections/prada-eyeglasses,designeroptics.com,Home,support@designeroptics.com,https://designeroptics.com/collections/prada-eyeglasses,7184120407,https://designeroptics.com/collections/prada-eyeglasses,https://designeroptics.com/collections/contact-lenses,"[""https://www.facebook.com/DesignerOpticscom/"",""https://www.instagram.com/designer_optics/"",""https://twitter.com/DesignerOptics1"",""https://www.youtube.com/channel/UCI8q_Pta7ISOSSuEudqq17A"",""https://www.linkedin.com/company/designeroptics-com"",""https://pinterest.com/designeroptics/""]",pages_examined=5,100,80,94,qualified,,
eyewear,site:myshopify.com/products prescription glasses,88.38,Uses the dominant functional product term without adding abstract intent.,site:myshopify.com/products prescription glasses,8,https://gunnaroptiksllc.myshopify.com/products/cruz-kids-large-spider-man-edition,gunnaroptiksllc.myshopify.com,https://gunnar.com/products/cruz-kids-large-spider-man-edition,https://gunnar.com/products/cruz-kids-large-spider-man-edition,gunnar.com,GUNNAR,support@gunnars.com,https://gunnar.com/pages/about,18884866270,https://gunnar.com/pages/contact,https://gunnar.com/pages/contact,"[""https://twitter.com/GUNNAROptiks"",""https://www.facebook.com/GUNNAROptiks"",""https://www.instagram.com/gunnaroptiks/"",""https://www.tiktok.com/@gunnaroptiks"",""https://www.youtube.com/user/gunnaroptiks""]",pages_examined=5,100,80,94,qualified,,
eyewear,site:myshopify.com/products sport sunglasses,88.38,Clear use-case product phrase with broad global applicability.,site:myshopify.com/products sport sunglasses,2,https://relodestorecom.myshopify.com/products/swift-sportglasogon,relodestorecom.myshopify.com,https://relodestore.com/products/swift-sportglasogon,https://relodestore.com/products/swift-sportglasogon,relodestore.com,relodestore.com,info@relode.se,https://relodestore.com/policies/privacy-policy,4637931,https://relodestore.com/products/swift-sportglasogon,https://relodestore.com/pages/help-center,"[""https://www.instagram.com/relode/"",""https://www.facebook.com/Relode.se/"",""https://www.tiktok.com/@relodeathletes""]",pages_examined=5; duplicate_results=1,100,100,100,qualified,,
eyewear,site:myshopify.com/products sport sunglasses,88.38,Clear use-case product phrase with broad global applicability.,site:myshopify.com/products sport sunglasses,4,https://bots-store.myshopify.com/products/oakley-sphaera-sport-sunglasses-prizm-24k-matte-carbon,bots-store.myshopify.com,https://bumsonthesaddle.com/products/oakley-sphaera-sport-sunglasses-prizm-24k-matte-carbon,https://bumsonthesaddle.com/products/oakley-sphaera-sport-sunglasses-prizm-24k-matte-carbon,bumsonthesaddle.com,Oakley Sphaera Sport Sunglasses (Prizm 24k/Matte Carbon),support@bumsonthesaddle.com,https://bumsonthesaddle.com/products/oakley-sphaera-sport-sunglasses-prizm-24k-matte-carbon,08047183232,https://bumsonthesaddle.com/products/oakley-sphaera-sport-sunglasses-prizm-24k-matte-carbon,https://bumsonthesaddle.com/pages/contact-us,[],pages_examined=5; duplicate_results=1,100,100,98,qualified,,
eyewear,site:myshopify.com/products sport sunglasses,88.38,Clear use-case product phrase with broad global applicability.,site:myshopify.com/products sport sunglasses,6,https://knockaroundeu.myshopify.com/products/premiums-sport-grp,knockaroundeu.myshopify.com,https://knockaroundeu.myshopify.com/products/premiums-sport-grp,https://knockaroundeu.myshopify.com/products/premiums-sport-grp,knockaroundeu.myshopify.com,Premiums Sport,knockaround@samplenco.com,https://knockaroundeu.myshopify.com/pages/legal-notice,+33627341003,https://knockaroundeu.myshopify.com/pages/contact,https://knockaroundeu.myshopify.com/pages/contact,"[""https://www.facebook.com/knockaround"",""https://twitter.com/knockaround"",""https://www.instagram.com/knockaround/"",""https://www.pinterest.com/knockaround/"",""https://www.youtube.com/knockaround""]",pages_examined=5,100,100,94,qualified,,
eyewear,site:myshopify.com/products sport sunglasses,88.38,Clear use-case product phrase with broad global applicability.,site:myshopify.com/products sport sunglasses,7,https://runnerssunglasses.myshopify.com/products/black-polarized-running-sunglasses-uv400-50mm-blue-lenses,runnerssunglasses.myshopify.com,https://www.runnersathletics.com/products/black-polarized-running-sunglasses-uv400-50mm-blue-lenses,https://www.runnersathletics.com/products/black-polarized-running-sunglasses-uv400-50mm-blue-lenses,runnersathletics.com,Runner&#39;s Athletics,runnerssupport@runnersathletics.com,https://www.runnersathletics.com/collections/high-support-sports-bra,2253411677,https://www.runnersathletics.com/collections/high-support-sports-bra,https://www.runnersathletics.com/collections/high-support-sports-bra,"[""https://www.facebook.com/runnersathletics"",""https://www.instagram.com/runnersathletics""]",pages_examined=5,100,100,100,qualified,,
eyewear,site:myshopify.com/products sport sunglasses,88.38,Clear use-case product phrase with broad global applicability.,site:myshopify.com/products sport sunglasses,9,https://julbo.myshopify.com/products/pipeline-1,julbo.myshopify.com,https://julbo-canada.ca/collections/sunglasses,https://julbo-canada.ca/collections/sunglasses,julbo-canada.ca,Julbo Canada,info@julbo-canada.ca,https://julbo-canada.ca/collections/sunglasses,4983445258371,https://julbo-canada.ca/collections/sunglasses,https://julbo-canada.ca/pages/contact-us,"[""https://www.facebook.com/JulboCanada"",""https://www.instagram.com/julbocanada/"",""https://www.youtube.com/@julbo""]",pages_examined=5,100,80,94,qualified,,
